
1783,JCM 12154,"['J25', 'J30']",Bullera formosana
1784,JCM 12422,"['J25', 'J30']",Chrysozyma fushanensis
1785,JCM 5280,"['J25', 'J30']",Hannaella sinensis
1786,JCM 2324,"['J25', 'J30']",Meyerozyma guilliermondii
1787,JCM 22247,"['J30', 'J226']",Aspergillus terreus
1788,JCM 10699,['J25'],Leucosporidiella creatinivora
1789,JCM 22777,"['J30', 'J226']",Penicillium corylophilum
1790,JCM 2355,['J31'],Hemicarpenteles paradoxus
1791,JCM 32112,['J25'],Prototheca paracutis
1792,JCM 32085,"['J75', 'J346']",Flavobacterium foetidum
1793,JCM 7701,['J13'],Ligilactobacillus agilis
1794,JCM 5197,"['J25', 'J30']",Myxozyma neglecta
1795,JCM 22733,"['J30', 'J148']",Chaetomium funicola
1796,JCM 16725,"['J25', 'J30']",Candida
1797,JCM 18293,"['J74', 'J75']",Bacillus subtilis
1798,JCM 30526,"['J30', 'J1054']",Globisporangium
1799,JCM 11259,"['J25', 'J30']",Rhodosporidium kratochvilovae
1800,JCM 32352,"['J30', 'J1202']",Vaginatispora scabrispora
1801,JCM 5596,['J30'],Rhizopus microsporus
1802,JCM 28749,['J30'],Cladophialophora tumbae
1803,JCM 5266,"['J25', 'J30']",Sporobolomyces phaffii
1804,JCM 21092,['J606'],Zymobacter palmae
1805,JCM 9052,"['J25', 'J30']",Leucosporidium scottii
1806,JCM 20657,['J22'],Acinetobacter
1807,JCM 31634,['J346'],Ahniella affigens
1808,JCM 8615,['J13'],Lacticaseibacillus casei
1809,JCM 9401,"['J25', 'J30']",Issatchenkia orientalis
1810,JCM 22568,"['J30', 'J226']",Penicillium miczynskii
1811,JCM 20025,"['J13', 'J84']",Leuconostoc mesenteroides mesenteroides
1812,JCM 19227,['J346'],Cohnella saccharovorans
1813,JCM 28762,['J30'],Talaromyces minioluteus
1814,JCM 31519,['J574'],Halorubrum aethiopicum
1815,JCM 5489,"['J25', 'J30']",Candida melibiosica
1816,JCM 5271,"['J25', 'J30']",Udeniomyces megalosporus
1817,JCM 25094,"['J709', 'J710']",Acidomonas methanolica
1818,JCM 11616,"['J30', 'J148']",Pesotum fragrans
1819,JCM 10923,['J168'],Haloarcula
1820,JCM 11203,"['J14', 'J1099']",Mogibacterium vescum
1821,JCM 22565,"['J30', 'J226']",Penicillium vinaceum
1822,JCM 4539,['J42'],Streptomyces sclerogranulatus
1823,JCM 14948,['J118'],Marinomonas communis
1824,JCM 21270,"['J118', 'J802']",Algicola bacteriolytica
1825,JCM 4044,"['J42', 'J66']",Streptomyces griseus
1826,JCM 28801,['J475'],Bacillus
1827,JCM 5899,['J12'],Escherichia fergusonii
1828,JCM 9772,['J30'],Taphrina carnea
1829,JCM 13369,"['J14', 'J83']",Mediterraneibacter glycyrrhizinilyticus
1830,JCM 5653,"['J25', 'J30']",Chrysozyma griseoflava
1831,JCM 3602,"['J25', 'J30']",Cyberlindnera fabianii
1832,JCM 11669,['J358'],Rhodocista pekingensis
1833,JCM 11718,"['J30', 'J148']",Ophiostoma subalpinum
1834,JCM 15860,['J43'],Nocardia farcinica
1835,JCM 33781,['J14'],Amedibacterium intestinale
1836,JCM 9770,['J30'],Taphrina amentorum
1837,JCM 5372,['J22'],Pseudomonas fragi
1838,JCM 13547,['J30'],Lophiostoma semiliberum
1839,JCM 20462,['J13'],Aerococcus viridans
1840,JCM 16750,"['J25', 'J30']",Pichia
1841,JCM 10070,['J22'],Acidovorax
1842,JCM 14894,"['J25', 'J30']",Yarrowia keelungensis
1843,JCM 19581,['J1007'],Halopiger thermotolerans
1844,JCM 18562,['J30'],Minutisphaera japonica
1845,JCM 20756,['J26'],Paracoccus thiocyanatus
1846,JCM 13205,['J156'],Pseudomonas aeruginosa
1847,JCM 14276,"['J25', 'J30']",Rhodotorula
1848,JCM 6818,['J26'],Rhodococcus hoagii
1849,JCM 13738,"['J25', 'J30']",Bullera
1850,JCM 9054,"['J25', 'J30']",Leucosporidium scottii
1851,JCM 11402,"['J25', 'J30']",Cyberlindnera japonica
1852,JCM 11994,"['J30', 'J148']",Hypocrea lutea
1853,JCM 18969,['J118'],Thalassospira mesophila
1854,JCM 16604,['J346'],Lysobacter
1855,JCM 13961,['J75'],Pseudomonas monteilii
1856,JCM 33481,['J14'],Bacteroides zhangwenhongii
1857,JCM 15698,['J735'],Coprinopsis cinerea
1858,JCM 8522,['J222'],Rhizorhapis suberifaciens
1859,JCM 9486,"['J25', 'J30']",Sporopachydermia quercuum
1860,JCM 16633,"['J30', 'J35']",Trichophyton mentagrophytes
1861,JCM 32876,['J74'],Chryseobacterium phosphatilyticum
1862,JCM 31250,"['J14', 'J1130']",Catenibacterium mitsuokai
1863,JCM 22249,"['J30', 'J226']",Aspergillus ustus
1864,JCM 20150,"['J22', 'J26']",Kocuria
1865,JCM 8704,['J70'],Staphylococcus aureus
1866,JCM 19296,['J118'],Nonlabens ulvanivorans
1867,JCM 17446,['J118'],Haliea
1868,JCM 20396,['J22'],Shewanella putrefaciens
1869,JCM 1945,"['J25', 'J30', 'J31', 'J74', 'J75', 'J118']",Dipodascus
1870,JCM 19927,['J346'],Flavobacterium maotaiense
1871,JCM 8788,"['J13', 'J84']",Lactobacillus gasseri
1872,JCM 24503,['J25'],Asterotremella albida
1873,JCM 1889,"['J35', 'J50', 'J66', 'J74', 'J118', 'J804']",Arthroderma simii
1874,JCM 3894,['J30'],Scopulariopsis brevicaulis
1875,JCM 13494,['J83'],Alloscardovia criceti
1876,JCM 8699,['J13'],Ligilactobacillus salivarius
1877,JCM 9884,"['J25', 'J30']",Goffeauzyma gilvescens
1878,JCM 28773,['J30'],Talaromyces minioluteus
1879,JCM 12066,"['J30', 'J148']",Hypocrea schweinitzii
1880,JCM 13754,"['J25', 'J30']",Bullera
1881,JCM 3554,"['J25', 'J30']",Issatchenkia orientalis
1882,JCM 17671,['J30'],Biappendiculispora japonica
1883,JCM 33570,['J276'],Thermus sediminis
1884,JCM 9602,"['J25', 'J30']",Starmerella sorbosivornas
1885,JCM 2743,['J30'],Leptosphaeria
1886,JCM 28839,['J475'],Bacillus
1887,JCM 19449,"['J30', 'J226']",Aspergillus huiyaniae
1888,JCM 11828,['J22'],Pseudomonas veronii inensis
1889,JCM 31837,['J443'],Ralstonia
1890,JCM 5295,"['J25', 'J30']",Dioszegia zsoltii
1891,JCM 33117,['J475'],Niallia taxi
1892,JCM 32786,"['J74', 'J346']",Flavobacterium humi
1893,JCM 8569,"['J14', 'J156']",Capnocytophaga granulosa
1894,JCM 19841,['J475'],Heyndrickxia vini
1895,JCM 13502,['J22'],Variovorax
1896,JCM 15700,['J735'],Coprinopsis cinerea
1897,JCM 8017,"['J14', 'J84']",Clostridium acetobutylicum
1898,JCM 16201,['J30'],Exophiala dermatitidis
1899,JCM 16422,['J118'],Constrictibacter antarcticus
1900,JCM 30969,['J22'],Stenotrophomonas tumulicola
1901,JCM 16753,"['J25', 'J30']",Wickerhamomyces
1902,JCM 24512,['J25'],Asterotremella musci
1903,JCM 4072,['J42'],Streptomyces purpurascens
1904,JCM 4040,['J66'],Streptomyces
1905,JCM 19071,['J30'],Neurospora crassa
1906,JCM 5460,['J22'],Pseudomonas fragi
1907,JCM 7926,['J30'],Claussenomyces prasinulus
1908,JCM 6978,['J12'],Salmonella enterica enterica
1909,JCM 22570,"['J30', 'J226']",Penicillium janthinellum
1910,JCM 10931,['J168'],Haloterrigena
1911,JCM 1101,"['J13', 'J14', 'J84']",Lactobacillus johnsonii
1912,JCM 32872,"['J443', 'J475']",Neobacillus piezotolerans
1913,JCM 13797,"['J25', 'J30']",Sporobolomyces odoratus
1914,JCM 10897,"['J25', 'J30']",Rhodotorula diobovata
1915,JCM 19590,['J776'],Halarchaeum salinum
1916,JCM 28687,['J475'],Bacillus
1917,JCM 7658,"['J25', 'J30']",Yamadazyma mexicanum
1918,JCM 10650,"['J25', 'J30']",Cystofilobasidium ferigula
1919,JCM 2599,['J30'],Helicodendron tubulosum
1920,JCM 2265,['J30'],Aspergillus raperi
1921,JCM 22340,"['J30', 'J226']",Aspergillus
1922,JCM 28259,['J43'],Rhodococcus
1923,JCM 15992,"['J30', 'J226']",Penicillium paneum
1924,JCM 32208,['J443'],Paenibacillus
1925,JCM 32687,['J118'],Alteromonas portus
1926,JCM 13752,"['J25', 'J30']",Tilletiopsis
1927,JCM 9290,"['J30', 'J148', 'J332']",Fusarium oxysporum melonis
1928,JCM 14994,"['J25', 'J30']",Candida
1929,JCM 18425,['J118'],Alcanivorax gelatiniphagus
1930,JCM 5867,"['J13', 'J84']",Limosilactobacillus
1931,JCM 22012,"['J25', 'J30']",Candida succiphila
1932,JCM 11731,"['J30', 'J148']",Graphilbum microcarpum
1933,JCM 18250,['J42'],Streptomyces avermitilis
1934,JCM 31881,['J346'],Paraconexibacter algicola
1935,JCM 22625,['J30'],Neurospora crassa
1936,JCM 19985,['J346'],Paraburkholderia jirisanensis
1937,JCM 3998,['J12'],Aeromonas hydrophila hydrophila
1938,JCM 22571,"['J30', 'J226']",Penicillium janthinellum
1939,JCM 22600,"['J30', 'J226']",Penicillium crustosum
1940,JCM 2809,"['J22', 'J30', 'J79']",Methylorubrum extorquens
1941,JCM 1896,"['J35', 'J118', 'J402']",Arthroderma borellii
1942,JCM 20351,['J12'],Escherichia coli
1943,JCM 16237,['J27'],Brevundimonas olei
1944,JCM 12755,"['J30', 'J226']",Aspergillus ustus
1945,JCM 15608,['J118'],Colwellia asteriadis
1946,JCM 6821,['J22'],Rhodococcus
1947,JCM 18179,"['J30', 'J148']",Simplicillium obclavatum
1948,JCM 10017,"['J25', 'J30']",Apiotrichum dulcitum
1949,JCM 30145,['J346'],Flavobacterium seoulense
1950,JCM 31178,['J27'],Vagococcus martis
1951,JCM 20265,"['J13', 'J14']",Lactobacillus
1952,JCM 8892,"['J25', 'J30']",Candida mesenterica
1953,JCM 5604,['J30'],Absidia cylindrospora
1954,JCM 6321,"['J14', 'J84']",Prevotella melaninogenica
1955,JCM 32187,['J118'],Salibacterium nitratireducens
1956,JCM 18822,['J118'],Lunatimonas lonarensis
1957,JCM 2780,['J12'],Pseudomonas straminea
1958,JCM 11561,['J118'],Shewanella schlegeliana
1959,JCM 20310,['J13'],Lactobacillus
1960,JCM 20072,['J74'],Paenibacillus
1961,JCM 10204,['J58'],Streptomyces
1962,JCM 22499,['J30'],Purpureocillium lilacinum
1963,JCM 19310,['J118'],Roseibium aquae
1964,JCM 18905,['J118'],Vibrio
1965,JCM 10834,['J254'],Bradyrhizobium japonicum
1966,JCM 12478,"['J25', 'J30']",Apiotrichum siamense
1967,JCM 11876,"['J30', 'J148']",Ophiostoma subalpinum
1968,JCM 13960,['J75'],Pseudomonas alcaliphila
1969,JCM 16287,"['J25', 'J30']",Sporobolomyces patagonicus
1970,JCM 18556,['J118'],Kordia aquimaris
1971,JCM 6959,['J30'],Thielaviopsis ethacetica
1972,JCM 32002,['J346'],Azoarcus rhizosphaerae
1973,JCM 32691,['J118'],Vibrio aquaticus
1974,JCM 19733,['J118'],Georgenia muralis
1975,JCM 15429,['J386'],Mycobacterium avium
1976,JCM 2368,"['J25', 'J30']",Candida mesenterica
1977,JCM 14572,['J172'],Sulfurisphaera
1978,JCM 7727,['J13'],Lactobacillus
1979,JCM 20758,['J129'],Acidiphilium
1980,JCM 28691,['J22'],Bosea
1981,JCM 10833,['J254'],Bradyrhizobium diazoefficiens
1982,JCM 21972,"['J25', 'J30']",Saccharomyces cerevisiae
1983,JCM 32077,['J118'],Shewanella upenei
1984,JCM 22832,"['J30', 'J226']",Penicillium crustosum
1985,JCM 10462,"['J30', 'J148']",Emericellopsis pallida
1986,JCM 3908,"['J25', 'J30', 'J1273']",Magnusiomyces capitatus
1987,JCM 20228,['J75'],Pseudomonas putida
1988,JCM 9608,"['J25', 'J30']",Pichia cactophila
1989,JCM 9544,"['J30', 'J148']",Synnemasporella aculeans
1990,JCM 28593,['J30'],Penicillium paneum
1991,JCM 2255,"['J30', 'J226']",Penicillium chrysogenum
1992,JCM 30220,['J14'],Fusobacterium hwasookii
1993,JCM 6881,"['J25', 'J30']",Slooffia
1994,JCM 17544,['J346'],Sphingorhabdus
1995,JCM 28812,['J475'],Bacillus
1996,JCM 15726,['J14'],Parabacteroides gordonii
1997,JCM 9900,['J30'],Trichoderma crassum
1998,JCM 5181,"['J25', 'J30']",Kazachstania exigua
1999,JCM 34278,['J820'],Methylocystis
2000,JCM 17790,['J118'],Gramella aestuarii
2001,JCM 32747,['J28'],Actinotalea solisilvae
2002,JCM 34010,['J14'],Sutterella faecalis
2003,JCM 11453,['J33'],Wallemia sebi
2004,JCM 31884,['J443'],Chromobacterium phragmitis
2005,JCM 9511,['J30'],Verticillium dahliae
2006,JCM 22552,"['J30', 'J226']",Penicillium chrysogenum
2007,JCM 2904,"['J25', 'J30']",Candida albicans
2008,JCM 3959,['J12'],Yokenella regensburgei
2009,JCM 15121,['J14'],Prevotella falsenii
2010,JCM 17822,['J905'],Halobaculum magnesiiphilum
2011,JCM 8004,"['J14', 'J84']",Clostridium acetobutylicum
2012,JCM 1721,"['J30', 'J31', 'J33', 'J118', 'J346']",Aspergillus bisporus
2013,JCM 31989,['J346'],Larkinella kuni
2014,JCM 1472,"['J14', 'J74', 'J84', 'J346', 'J622']",Lancefieldella parvula
2015,JCM 10286,"['J25', 'J30']",Middelhovenomyces tepae
2016,JCM 15871,['J43'],Nocardia farcinica
2017,JCM 28598,['J25'],Yamadazyma olivae
2018,JCM 4540,"['J58', 'J66']",Streptomyces chrestomyceticus
2019,JCM 11990,"['J30', 'J148']",Hypocrea lutea
2020,JCM 3858,['J22'],Xanthomonas
2021,JCM 11243,['J12'],Pseudomonas fulva
2022,JCM 17767,['J118'],Pelagibacterium nitratireducens
2023,JCM 3000,"['J25', 'J30', 'J256', 'J346']",Candida tropicalis
2024,JCM 1527,"['J25', 'J30']",Debaryomyces hansenii fabryi
2025,JCM 1797,"['J22', 'J25', 'J30']",Ambrosiozyma oregonensis
2026,JCM 33630,['J118'],Paracoccus aurantiacus
2027,JCM 5972,"['J25', 'J85']",Wickerhamiella versatilis
2028,JCM 1452,"['J25', 'J30']",Starmerella
2029,JCM 13980,['J75'],Pseudomonas oleovorans
2030,JCM 11214,['J297'],Vulcanisaeta distributa
2031,JCM 20331,['J22'],Bacillus thuringiensis
2032,JCM 4942,['J42'],Streptomyces
2033,JCM 2627,['J12'],Citrobacter freundii
2034,JCM 20376,"['J12', 'J22']",Escherichia coli
2035,JCM 17044,"['J30', 'J148']",Zygosporium echinosporum
2036,JCM 5874,"['J25', 'J30']",Hannaella sinensis
2037,JCM 22440,['J30'],Paecilomyces formosus
2038,JCM 16662,['J118'],Psychroserpens
2039,JCM 9658,['J12'],Achromobacter denitrificans
2040,JCM 12058,"['J30', 'J148']",Hypocrea schweinitzii
2041,JCM 11341,"['J13', 'J14']",Bifidobacterium longum longum
2042,JCM 2337,"['J25', 'J30']",Yarrowia deformans
2043,JCM 21094,['J606'],Zymobacter palmae
2044,JCM 1761,"['J30', 'J31', 'J900']",Tilletia caries
2045,JCM 5856,['J40'],Nocardioides albus
2046,JCM 3454,['J77'],Sporolactobacillus nakayamae nakayamae
2047,JCM 22577,"['J30', 'J226']",Penicillium spinulosum
2048,JCM 1458,"['J25', 'J30', 'J586']",Apiotrichum porosum
2049,JCM 3584,"['J25', 'J30']",Saccharomycopsis fibuligera
2050,JCM 30931,['J22'],Bordetella muralis
2051,JCM 7691,['J13'],Ligilactobacillus salivarius
2052,JCM 8347,['J68'],Lactiplantibacillus plantarum plantarum
2053,JCM 2373,"['J25', 'J30']",Candida conglobata
2054,JCM 2285,"['J25', 'J30', 'J226']",Candida albicans
2055,JCM 7918,['J30'],Claussenomyces prasinulus
2056,JCM 28350,['J30'],Burgoa anomala
2057,JCM 11504,"['J30', 'J150', 'J333', 'J334']",Allomyces
2058,JCM 33019,"['J42', 'J66']",Streptomyces paludis
2059,JCM 17221,['J346'],Hymenobacter
2060,JCM 8145,"['J14', 'J84']",Clostridium septicum
2061,JCM 19154,['J49'],Rubrobacter calidifluminis
2062,JCM 22414,"['J30', 'J226']",Aspergillus aculeatus
2063,JCM 15760,['J168'],Haloarcula tradensis
2064,JCM 32662,"['J26', 'J475']",Microbacterium bovistercoris
2065,JCM 32162,['J22'],Segnochrobactrum spirostomi
2066,JCM 14418,['J30'],Glonium clavisporum
2067,JCM 22566,"['J30', 'J226']",Penicillium chrysogenum
2068,JCM 15073,['J346'],Roseomonas frigidaquae
2069,JCM 22786,"['J30', 'J226']",Eupenicillium hirayamae
2070,JCM 10223,"['J25', 'J30']",Sporobolomyces vermiculatus
2071,JCM 4224,"['J50', 'J66']",Streptomyces setonii
2072,JCM 30807,"['J75', 'J346']",Sphingomonas panaciterrae
2073,JCM 5376,['J22'],Pseudomonas fragi
2074,JCM 30259,['J30'],Hypomyces khaoyaiensis
2075,JCM 18898,['J118'],Gracilimonas rosea
2076,JCM 5374,['J22'],Pseudomonas fragi
2077,JCM 22321,"['J30', 'J226']",Aspergillus awamori fuscus
2078,JCM 32302,['J800'],Kitasatospora acidiphila
2079,JCM 5252,"['J14', 'J84']",Clostridioides difficile
2080,JCM 1534,"['J25', 'J30']",Trichosporon lactis
2081,JCM 7160,['J12'],Edwardsiella tarda
2082,JCM 30584,['J1067'],Ferrigenium kumadai
2083,JCM 9589,"['J25', 'J30']",Priceomyces fermenticarens
2084,JCM 8446,['J150'],Sordaria fimicola
2085,JCM 1049,"['J13', 'J25', 'J30', 'J84', 'J148']",Ligilactobacillus agilis
2086,JCM 7259,"['J25', 'J30']",Sporobolomyces griseoflavus
2087,JCM 8002,"['J14', 'J84']",Clostridium acetobutylicum
2088,JCM 2111,"['J25', 'J30']",Debaryomyces hansenii
2089,JCM 9538,"['J25', 'J30']",Starmerella sorbosivornas
2090,JCM 32721,['J346'],Paraburkholderia lacunae
2091,JCM 2839,"['J22', 'J30']",Chitinophaga arvensicola
2092,JCM 13934,['J51'],Actinomadura maheshkhaliensis
2093,JCM 19232,['J118'],Vibrio ishigakensis
2094,JCM 14677,['J74'],Flavobacterium
2095,JCM 23062,"['J32', 'J33']",Eurotium
2096,JCM 22278,"['J30', 'J226']",Aspergillus parasiticus
2097,JCM 8787,"['J13', 'J84']",Lactobacillus gasseri
2098,JCM 12666,"['J25', 'J30']",Tetrapisispora namnaoensis
2099,JCM 7481,"['J25', 'J30']",Sporobolomyces phaffii
2100,JCM 28022,['J30'],Gliomastix masseei
2101,JCM 30111,['J402'],Halostella salina
2102,JCM 22406,['J30'],Aspergillus violaceus
2103,JCM 20940,['J22'],Shewanella putrefaciens
2104,JCM 8695,['J13'],Lactobacillus
2105,JCM 6234,['J22'],Comamonas terrigena
2106,JCM 11334,['J30'],Tremella samoensis
2107,JCM 3798,"['J25', 'J30']",Cystofilobasidium infirmominiatum
2108,JCM 32794,['J22'],Bacillus harenae
2109,JCM 24517,['J25'],Solicoccozyma terricola
2110,JCM 15352,['J30'],Fusarium
2111,JCM 12740,"['J30', 'J226']",Aspergillus parasiticus
2112,JCM 8970,['J22'],Brevibacillus brevis
2113,JCM 31217,['J118'],Polaribacter vadi
2114,JCM 12433,['J13'],Fructilactobacillus sanfranciscensis
2115,JCM 2391,"['J25', 'J30']",Trichosporon coremiiforme
2116,JCM 22052,"['J25', 'J30']",Kluyveromyces marxianus
2117,JCM 11404,"['J25', 'J30']",Ogataea kodamae
2118,JCM 13730,"['J25', 'J30']",Sporobolomyces
2119,JCM 18819,['J118'],Youngimonas vesicularis
2120,JCM 16193,['J30'],Paraphoma fimeti
2121,JCM 10517,"['J13', 'J14']",Clostridium
2122,JCM 11071,['J30'],Trimorphomyces papilionaceus
2123,JCM 12063,"['J30', 'J148']",Hypocrea schweinitzii
2124,JCM 16239,['J27'],Castellaniella
2125,JCM 12710,"['J32', 'J33']",Eurotium amstelodami
2126,JCM 11274,['J30'],Arthroderma incurvatum
2127,JCM 28820,['J22'],Ochrobactrum pituitosum
2128,JCM 28729,"['J26', 'J28']",Promicromonospora
2129,JCM 33463,['J1154'],Hansschlegelia quercus
2130,JCM 11644,"['J25', 'J30']",Sporobolomyces odoratus
2131,JCM 2615,['J30'],Penicillium
2132,JCM 22422,"['J30', 'J226']",Aspergillus luteoniger
2133,JCM 4892,['J42'],Streptomyces atrolaccus
2134,JCM 28374,['J30'],Gliomastix tumulicola
2135,JCM 10465,"['J30', 'J148']",Emericellopsis salmosynnemata
2136,JCM 7290,"['J14', 'J84']",Clostridium septicum
2137,JCM 2762,"['J13', 'J14']",Lentilactobacillus
2138,JCM 19426,['J30'],Clypeoloculus microsporus
2139,JCM 2005,"['J12', 'J22', 'J30']",Ustilago maydis
2140,JCM 10346,['J254'],Bradyrhizobium japonicum
2141,JCM 7777,['J13'],Weissella cibaria
2142,JCM 20370,['J168'],Halobacterium salinarum
2143,JCM 5469,['J22'],Pseudomonas fragi
2144,JCM 17675,['J30'],Lophiotrema vagabundum
2145,JCM 10258,"['J30', 'J226']",Aspergillus versicolor
2146,JCM 21932,"['J25', 'J30']",Metschnikowia pulcherrima
2147,JCM 28623,['J25'],Sporidiobolus salmonicolor
2148,JCM 5896,['J12'],Moellerella wisconsensis
2149,JCM 22363,['J30'],Aspergillus stellatus
2150,JCM 3543,"['J25', 'J30']",Candida
2151,JCM 8900,"['J25', 'J30']",Candida mesenterica
2152,JCM 22339,"['J30', 'J226']",Aspergillus auricomus
2153,JCM 19851,['J118'],Alkalimicrobium pacificum
2154,JCM 2409,['J12'],Chryseobacterium gleum
2155,JCM 11017,['J14'],Bacteroides fragilis
2156,JCM 31488,['J43'],Kineococcus endophyticus
2157,JCM 22688,"['J30', 'J148']",Hypoxylon truncatum
2158,JCM 2160,"['J25', 'J30']",Debaryomyces hansenii
2159,JCM 2990,"['J25', 'J30']",Issatchenkia orientalis
2160,JCM 39011,['J343'],Mortierella
2161,JCM 1911,['J35'],Nannizzia persicolor
2162,JCM 16495,"['J168', 'J574']",Halomarina oriensis
2163,JCM 7408,"['J25', 'J30']",Galactomyces candidus
2164,JCM 22830,"['J30', 'J226']",Penicillium lanosocoeruleum
2165,JCM 28555,['J30'],Gliomastix murorum
2166,JCM 10098,['J13'],Leuconostoc gelidum
2167,JCM 1753,"['J26', 'J30', 'J880']",Hiogispora japonica
2168,JCM 5219,"['J25', 'J30']",Kluyveromyces lactis
2169,JCM 5245,"['J14', 'J84']",Clostridioides difficile
2170,JCM 14515,['J30'],Exophiala calicioides
2171,JCM 9368,"['J30', 'J148']",Ceratocystiopsis minuta
2172,JCM 5801,['J30'],Alternaria alternata
2173,JCM 28869,['J475'],Bacillus
2174,JCM 25101,"['J709', 'J710']",Asaia bogorensis
2175,JCM 13989,['J75'],Shewanella algae
2176,JCM 7813,['J93'],Acidithiobacillus thiooxidans
2177,JCM 7697,['J13'],Lactobacillus crispatus
2178,JCM 1897,"['J30', 'J35', 'J75']",Arthroderma cajetanum
2179,JCM 18400,"['J25', 'J30']",Cystobasidium oligophagum
2180,JCM 13705,"['J25', 'J30']",Pseudozyma
2181,JCM 22721,['J30'],Mariannaea camptospora
2182,JCM 28193,['J30'],Talaromyces minioluteus
2183,JCM 33103,['J343'],Mortierella
2184,JCM 32699,"['J27', 'J346']",Hymenobacter metallilatus
2185,JCM 9548,"['J25', 'J30']",Candida atlantica
2186,JCM 13288,['J14'],Bacteroides uniformis
2187,JCM 8789,"['J13', 'J84']",Lactobacillus gasseri
2188,JCM 31413,['J1141'],Rhodohalobacter halophilus
2189,JCM 31353,['J118'],Paracoccus
2190,JCM 19357,['J475'],Arthrobacter ginsengisoli
2191,JCM 3605,"['J25', 'J30']",Barnettozyma californica
2192,JCM 1815,"['J25', 'J30', 'J644', 'J811']",Yamadazyma tenuis
2193,JCM 7467,['J118'],Flavobacterium
2194,JCM 8783,"['J13', 'J84']",Lactobacillus gallinarum
2195,JCM 13635,"['J25', 'J30']",Solicoccozyma aeria
2196,JCM 23071,['J30'],Acremonium cereale
2197,JCM 39008,['J343'],Mortierella
2198,JCM 19763,['J346'],Hymenobacter qilianensis
2199,JCM 25146,"['J709', 'J710']",Acetobacter okinawensis
2200,JCM 4920,['J49'],Streptomyces thermoolivaceus thermoolivaceus
2201,JCM 30386,['J118'],Kiloniella antarctica
2202,JCM 17674,['J30'],Lophiotrema vagabundum
2203,JCM 21017,"['J124', 'J436']",Myxococcus virescens
2204,JCM 10287,"['J25', 'J30']",Nakazawaea ernobii
2205,JCM 22360,"['J30', 'J226']",Aspergillus niger
2206,JCM 17234,['J842'],Acidovorax
2207,JCM 10937,['J167'],Natrialba
2208,JCM 20262,['J168'],Halococcus morrhuae
2209,JCM 5694,"['J14', 'J84']",Staphylococcus
2210,JCM 17750,['J346'],Paludibacterium
2211,JCM 34019,"['J30', 'J343']",Metapochonia hahajimaensis
2212,JCM 28840,['J475'],Bacillus
2213,JCM 22613,['J30'],Monascus pilosus
2214,JCM 9830,"['J25', 'J30']",Candida pseudolambica
2215,JCM 6232,['J22'],Delftia acidovorans
2216,JCM 14137,"['J30', 'J148']",Lophiotrema nucula
2217,JCM 22871,"['J30', 'J226']",Aspergillus luchuensis
2218,JCM 31220,['J346'],Flavobacterium keumense
2219,JCM 5428,['J22'],Pseudomonas fragi
2220,JCM 31284,['J346'],Pseudomonas neustonica
2221,JCM 31194,['J156'],Enterococcus saigonensis
2222,JCM 1441,"['J25', 'J30']",Debaryomyces hansenii fabryi
2223,JCM 13536,['J30'],Massarina constricta
2224,JCM 9427,"['J25', 'J30']",Solicoccozyma fuscescens
2225,JCM 14187,['J75'],Pseudomonas aeruginosa
2226,JCM 14711,['J51'],Pseudosporangium
2227,JCM 31335,['J1130'],Eubacterium ramulus
2228,JCM 11385,['J30'],Coemansia mojavensis
2229,JCM 16525,['J443'],Chitinophaga
2230,JCM 3863,['J92'],Acidithiobacillus ferrooxidans
2231,JCM 33095,['J343'],Mortierella
2232,JCM 10067,['J22'],Pseudomonas stutzeri
2233,JCM 1858,"['J29', 'J30', 'J31', 'J74', 'J226', 'J346', 'J443']",Aspergillus clavatonanicus
2234,JCM 16827,"['J25', 'J30']",Zygosaccharomyces siamensis
2235,JCM 11326,['J33'],Wallemia sebi
2236,JCM 20122,['J12'],Pseudomonas aeruginosa
2237,JCM 34021,"['J30', 'J343']",Metapochonia hahajimaensis
2238,JCM 17611,['J900'],Rhodopirellula
2239,JCM 23023,"['J30', 'J148']",Hypocrea lutea
2240,JCM 7534,"['J25', 'J30']",Metschnikowia reukaufii
2241,JCM 22601,"['J30', 'J226']",Penicillium crustosum
2242,JCM 1547,"['J25', 'J30']",Hasegawazyma lactosa
2243,JCM 21407,['J118'],Tenacibaculum
2244,JCM 11694,"['J25', 'J30']",Cryptococcus saitoi
2245,JCM 3851,['J22'],Xanthomonas
2246,JCM 3530,"['J25', 'J30']",Saccharomyces cerevisiae
2247,JCM 9161,['J182'],Alkalihalobacillus halodurans
2248,JCM 5807,"['J13', 'J84']",Lactobacillus amylovorus
2249,JCM 8975,['J25'],Cryptococcus terreus
2250,JCM 12196,"['J25', 'J30']",Apiotrichum dehoogii
2251,JCM 30955,['J574'],Halorubrum pallidum
2252,JCM 16446,['J118'],Bizionia
2253,JCM 12543,['J14'],Prevotella multiformis
2254,JCM 7900,['J141'],Streptococcus
2255,JCM 33637,['J118'],Pelagicola marinus
2256,JCM 10497,"['J30', 'J148']",Graphium penicillioides
2257,JCM 12353,['J43'],Nocardia
2258,JCM 7919,['J30'],Claussenomyces prasinulus
2259,JCM 21005,"['J124', 'J436']",Myxococcus fulvus
2260,JCM 1946,"['J27', 'J31', 'J118', 'J346']",Neosartorya fennelliae
