Acidianus sulfidivorans,"['88', 'J525']"
Trametes hirsuta,"['90', '9']"
Demequina gelatinilytica,['693']
Neosartorya fischeri,"['J30', '129', 'J226', 'J31']"
Cohnella arctica,['514d']
Malassezia pachydermatis,"['J25', '393']"
Roseomonas gilardii,"['830', '220', '693']"
Otariodibacter oris,['693']
Saccharopolyspora rosea,"['J43', '65', '553']"
Halococcus dombrowskii,"['J168', '954']"
Halomonas sediminis,['514b']
Oceanispirochaeta crateris,['1008']
Desulfococcus biacutus,['194']
Methanobrevibacter sp.,"['119', '1523']"
Scheffersomyces ergatensis,"['J25', 'J30', '129']"
Castellaniella ginsengisoli,"['J346', '830']"
Mixta gaviniae,"['535', '215', '429']"
Arcobacter skirrowii,"['J256', '693']"
Sulfurimonas hongkongensis,"['J941', '113a']"
Micromonospora taraxaci,"['J61', '535', '554', '65']"
Baekduia alba,"['428', '830']"
Wocania ichthyoenteri,"['J118', '514']"
Pseudalkalibacillus decolorationis,['428']
Umboniibacter roseus,['514c']
Comamonas testosteroni,"['J22', '90', 'J669', '328', 'J30', 'J187', '220a', 'J12', '211', '474', '838', 'J226', '514c', '92', '54', '393', '514', 'J1257', '830', 'J842', '715', '334a', '129', 'J75', '1', '81', '3', '130', '318b', '422', '339', '1a', '119', '693', '1523', '395', 'J28', '194', 'J597', '360', '535', '457', '394', '9', '78', '402', '380', '65', '428', '830c', '1805', '220', '385', 'J436', '372', 'J101', '465', '1018', 'J118', '621', '141', '54a', 'J168', 'J26', '441']"
Gallaecimonas sp.,['535']
Morchella angusticeps,"['220', '381', '215', '735', '693']"
Methylovorus mays,['1122']
Nesterenkonia halobia,"['J329', '514']"
Leucobacter albus,"['J26', '92']"
Desulfotruncus arcticus,"['1040', 'J462']"
Fusarium anthophilum,['129']
Pluralibacter pyrinus,['220']
Mycobacterium chlorophenolicum,"['645', 'J43', 'J26', '65']"
Aeromicrobium ginsengisoli,"['830', '92', '535', 'J26']"
Pusillibacter faecalis,['330']
Micromonospora violae,"['J61', '553', '535', '554', '65']"
Glutamicibacter halophytocola,['65']
Streptomyces griseoflavus,"['J66', 'J42', '84', '65', 'J58']"
Gongronella butleri,"['830', '129', 'J30']"
Streptomyces murinus,"['252', 'J42', '84', '65']"
Veillonella fallax,"['215', '693']"
Umboniibacter caenipelagi,['514f']
Pseudonocardia endophytica,"['65', 'J43']"
Companilactobacillus versmoldensis,['11']
Penicillium citrinum,"['J389', '90', '830', '1217', 'J346', 'J30', '129', '11', '63', 'J226']"
Streptobacillus notomytis,"['535', '693']"
Rothia sp.,['92']
Microbacterium flavescens,"['J342', '92']"
Streptomyces huasconensis,"['252', '84', '65']"
Albibacter helveticus,"['90', '162', '189', '129', '465c', '457', '1']"
Desulfofrigus sp.,['861']
Clostridium herbivorans,['339a']
Bifidobacterium thermacidophilum,"['J14', '58', 'J13']"
Dictyostelium discoideum,"['1321', '189', '220a', '92', '514', '477', '31', '912', 'J1196', '1203a', '1526', '462', 'J13', 'J14', '110', '220', 'J26', '693']"
Staphylococcus microti,"['693', '92']"
Haloferax namakaokahaiae,['372']
Myrothecium verrucaria,"['90', 'J30']"
Frateuria terrea,['830c']
Aristaeella hokkaidonensis,['666a']
Lysinibacillus fusiformis,"['J22', '110', '220', '90', '190', '874', 'J283', '1193', '78', '1', '693']"
Propionicimonas paludicola,"['J363', 'J364', '104']"
Thermus oshimai,"['86', 'J276']"
Lysinibacillus endophyticus,['220']
Acidianus infernus,"['358a', 'J175', 'J174']"
Lonsdalea populi,['535']
Streptomyces janthinus,"['J42', '65']"
Syntrophotalea venetiana,"['11', '92', '1203', '1271', '298', '830', '293', 'J291', 'J852', '1203a', '426', '78', 'J677', '220', '684', '1611', 'J1130', 'J465', '693']"
Vibrio gazogenes,"['J118', '514']"
Flavobacterium akiainvivens,['830']
Dielma fastidiosa,['110']
Paralcaligenes ureilyticus,['830c']
Mesorhizobium muleiense,['98']
Acetobacter indonesiensis,"['J597', '360', 'J97', '989']"
Pseudoalteromonas peptidolytica,['514']
Desulfobacterium indolicum,['383']
Schizosaccharomyces japonicus var. japonicus,"['186', 'J25', 'J30']"
Halarchaeum rubridurum,"['J776', '1396']"
Amycolatopsis mediterranei,"['J42', '65']"
Gimesia fumaroli,['1560']
Novosphingobium stygium,"['830', '457']"
Bifidobacterium tsurumiense,"['58', 'J83', '693']"
Inhella inkyongensis,['830']
Methanimicrococcus hacksteinii,['120b']
Talaromyces pinophilus,"['J30', '514f', '92', 'J226', '514c', '514', '1278', '830', 'J346', 'J52', '129', '104', 'J690', '1', '1203a', '1a', 'J621', '535', '1193', 'J14', '830c', '246', 'J26', '693']"
Ornithinibacillus scapharcae,"['J75', 'J182', '220']"
Bacillus benzoevorans,"['1a', '220', '545', '331', '457', '1']"
Mycobacterium malmoense,"['645', 'J386', '354']"
Bacillus algeriensis,['1']
Candidimonas humi,['1']
Shimazuella kribbensis,"['J61', '553', '535', '65']"
Weissella hellenica,"['J13', '11']"
Demequina aestuarii,"['J118', '514']"
Pseudomonas crudilactis,"['1', '535']"
Brevibacterium sp.,"['830', '53', '92', '514']"
Propionispora vibrioides,"['J841', '503']"
Tolypocladium inflatum,"['90', 'J346', '654', 'J27', 'J30', '652', 'J75', '653', '1203', '1', '693']"
Psychrobacillus insolitus,"['605', 'J84', '490', '77', '141c', 'J12', '69', '92', '480b', '514c', 'J136', '28', '326', '1484', '187', '514', '93', '31', '88', '606', '403', '63', '186', '1542', 'J75', 'J742', 'J156', '466', '502', '36', '882', '513', '1775', '482', 'J27', '123', 'J280', '9', '484', '38', 'J443', '768', '429', '938', '457a', '144', '110', '603', '569', '61', '372', '67', '539', 'J161', '60', 'J1130', '54a', '405', '1253', '34', '525a', '11', '257', '456', '498', '499', '282', '486', '629', '54', '104d', '477', 'J631', '104c', '182a', '830', '620', '617', '503', '105', 'J254', '1', '81', '530', '1a', '119', '525', '497', '1550', '382', '1810', 'J1084', '760', '948', 'J112', '194b', '78', 'J111', 'J221', '487', '501', 'J14', '110a', 'J599', 'J160', '589', '491', 'J118', '71', 'J232', '520', '878', '330', '54b', '907', '90', '506', '545', '27', 'J89', '480', 'J174', '182', '381', '493', '310a', 'J346', 'J840', '514b', 'J281', '98', '438', 'J25', '75', '3', '590', 'J1085', '624', '52', '240', '343', '592', '73', '481', '500', '588', '360', '35', '540', '492', '65', '573', '428', '703', 'J57', '1012', '535b', '544', 'J824', '750', '86', '74', '310', '519', '441', '693', 'J22', '7', 'J598', '51', 'J30', '189', '220a', 'J172', 'J97', '480d', '816', '1012a', 'J273', 'J79', '1429', 'J427', '129', '619', '479', '628', '383', '546', 'J170', '215', '311c', '339', '607', '48', 'J28', 'J169', '618', '70', '194', '563', '623', '535', 'J127', 'J13', 'J206', '467', '523', 'J214', 'J74', '496', 'J406', '220', '504', '489', '111', '593', '494', 'J122', 'J93', '68', 'J26', '277']"
Proteus sp.,"['1a', '92', '1', '693']"
Lactobacillus intestinalis,"['J13', '11']"
Nocardioides aquaticus,"['J43', 'J118', 'J304', '621a', '65']"
Azoarcus indigens,['1']
Exiguobacterium sp.,"['830', '220', '53', '92', '514', '468']"
Xylanibacter caecicola,['1203a']
Alkalicella caledoniensis,"['J1111', '104c']"
Volucribacter amazonae,"['220', '429']"
Streptomyces bikiniensis,"['J66', 'J42', '987', '84', '65', 'J58']"
Chlorobaculum thiosulfatiphilum,"['1349', 'J569', '29', '545', '1347', '503d', '189', '11', '92', '838', '514c', '58', 'J1165', '514', '191', 'J475', '1303', '585', '830', 'J902', '1122', '269', '1348', '188', '1', '130', '215', '1203a', '1350', 'J907', 'J28', '190', '535', '402', '78', '65', '1011d', 'J14', '220', '535b', '1076b', '784', '693']"
Anaerofustis stercorihominis,"['58', '339', '1203']"
Strasseria geniculata,"['9', '189']"
Mycobacterium gastri,"['645', 'J386', '354']"
Corynebacterium halotolerans,"['J28', '535', '693']"
Fusarium heterosporum,['129']
Streptosporangium purpuratum,"['548', '84', '65']"
Maridesulfovibrio ferrireducens,"['1040', 'J462']"
Humibacillus xanthopallidus,"['736', '830', 'J26']"
Metasolibacillus meyeri,['220']
Metabacillus indicus,"['220', 'J22', '514']"
Rhodococcus biphenylivorans,['535']
Allochromatium palmeri,['28']
Cerrena zonata,['90']
Heyndrickxia shackletonii,['1']
Thiocystis violascens,"['J84', '1669', 'J12', '92', 'J468', '58', '28', '514', '91', 'J475', 'J40', 'J75', 'J156', '104', 'J676', '113', 'J19', 'J27', 'J808', '76', 'J675', '110', '53', '1076b', '141', 'J1130', 'J465', '215c', '1397', '11', '1203', 'J143', 'J68', '830', 'J809', '81', '1', '462', 'J43', '78', 'J14', 'J118', 'J168', '90', '506', '545', '173', '232', '464', '57', '381', '1288', 'J346', '514b', '1513', '98', '1203a', '174', '363', 'J806', '231', '65', '535a', '535b', '693', 'J91', 'J22', '191', '585', '129', '59', 'J28', '535', 'J13', 'J11', '1411', 'J26']"
Psychrobacter aquaticus,"['381', '605', '948']"
Rheinheimera baltica,['514a']
Neobacillus ginsengisoli,"['J346', '830']"
Azospirillum rugosum,['1']
Agromyces subtropicus,['514']
Rathayibacter rubneri,['92']
Streptococcus gallolyticus,"['J70', 'J27', '92', '693']"
Oceanobacillus rekensis,['514']
Photobacterium sanctipauli,['514']
Christensenella minuta,"['J14', '634c', '339a', '78b', 'J282', 'J655']"
Nonomuraea recticatena,"['J66', 'J52', '553', 'J51', '65']"
Hominibacterium sp.,['104b']
Borrelia turcica,['403']
Mycobacterium frederiksbergense,['645']
Brucella pecoris,"['535', '220']"
Ktedonobacter racemifer,"['987', '1532', '84', '65']"
Nocardioides houyundeii,"['535', '215', '65', '693']"
Rhodovulum adriaticum,"['92', '351', '514', '693']"
Oceanidesulfovibrio indonesiensis,['63b']
Microbispora siamensis,"['J52', 'J42', '553', '65']"
Nitrosomonas nitrosa,['1583']
Erythrobacter donghaensis,['514']
Nocardia transvalensis,"['J57', 'J346', '426', 'J56', 'J43', '65', '693']"
Thermoflavifilum thermophilum,"['830', 'J336']"
Chromohalobacter nigrandesensis,['514']
Malassezia furfur,"['J188', '1816', '472', 'J153']"
Geoglobus ahangari,['1529']
Simulacricoccus ruber,['830']
Marinovum algicola,"['830', 'J118', '98', '1613', '535', '1', '514']"
Paenibacillus physcomitrellae,"['220', '545']"
Levilinea saccharolytica,"['1004', 'J434']"
Acidisphaera rubrifaciens,"['1119', 'J270']"
Rapidithrix thailandica,"['J651', '514']"
Pseudonocardia antitumoralis,"['535', '65']"
Oenococcus oeni,"['59', 'J143']"
Parapseudoflavitalea muciniphila,"['948', '693', '92']"
Nitrosomonas eutropha,['1583']
Pseudomonas taeanensis,"['J443', '514']"
Limnohabitans planktonicus,"['1', '830']"
Glycomyces phytohabitans,"['535', '83', '215', '65']"
Mogibacterium kristiansenii,"['J1314', '1713']"
Maribacter ulvicola,['514']
Perspicuibacter marinus,['514']
Hathewaya limosa,"['J14', 'J84', 'J475', '110', '965', '962', 'J26', '53', '939', '948', '381', '1', '514']"
Desulfonatronum alkalitolerans,['1485']
Spirochaeta thermophila,"['509', '509a']"
Photorhabdus luminescens,"['1a', '535b', '535', '1']"
Limosilactobacillus reuteri subsp. rodentium,['11']
Nonomuraea shaanxiensis,"['252', '553', '84', '65']"
Dietzia natronolimnaea,"['J57', 'J28', 'J43', '535']"
Paucibacter toxinivorans,['830']
Lentilactobacillus senioris,['11']
Acinetobacter bohemicus,"['J27', '535', '1', '693']"
Desulfobulbus rhabdoformis,['195b']
Oxalicibacterium faecigallinarum,['1a']
Hespellia stercorisuis,"['339a', '110a']"
Nocardia devorans,"['65', 'J43']"
Clavibacter tessellarius,"['J26', '92']"
Ammoniphilus resinae,['830']
Promicromonospora sp.,"['830', '426', '92', '553', '514', '65']"
Halomonas salina,"['593', '514b', 'J599']"
Trichococcus flocculiformis,"['684', '183']"
Streptomyces lincolnensis,"['J197', '120', 'J42', '674', '84', '65', 'J58']"
Taphrina wiesneri,"['645', '354', '636', '987', '129', 'J386', 'J30', 'J207', '1159', 'J25']"
Phycomyces blakesleeanus,"['J22', '490', '90', '7', '545', '92', '364', '830', '516', '920', '129', '937', '1', '1a', '535', '457', '13', '944', '830c', 'J101', '693']"
Paenibacillus naphthalenovorans,"['220', '457']"
Halomonas zhanjiangensis,"['514b', '1510']"
Aspergillus hiratsukae,['90']
Vibrio celticus,['514']
Paenibacillus harenae,['830']
Mycobacterium intracellulare subsp. intracellulare,"['645', 'J386']"
Streptomyces thermogriseus,"['J49', '65', '553']"
Anoxybacillus salavatliensis,['1']
Oceanobacillus pacificus,"['J118', '514d']"
Nocardioides kribbensis,"['830', 'J528', '987', '92']"
Actinoallomurus bryophytorum,"['J104', '65', '553']"
Fulvimarina pelagi,['514']
Streptomonospora arabica,"['553', 'J118', '535', 'J799', '514', '65']"
Vitreoscilla massiliensis,['1']
Methylomonas methanica,['1313']
Christensenella timonensis,['110a']
Aquirufa ecclesiirivi,['830']
Varunaivibrio sulfuroxidans,"['J1115', '1011']"
Succiniclasticum ruminis,['666']
Microbacterium hydrothermale,['92']
Deinococcus gobiensis,"['J475', '92']"
Sulfurospirillum multivorans,"['J753', '833']"
Streptomyces graminearus,"['J66', 'J43', '84', '65']"
Thalassobacillus cyri,"['J377', 'J732', '1213']"
Hysterangium stoloniferum,['1305']
Methanobacterium espanolae,['506']
Pleurotus cornucopiae,"['90', '9']"
Streptohalobacillus salinus,['514']
Frankia alni,"['1536', '1660']"
Amphibacillus xylanus,"['J130', '529']"
Porphyromonas bennonis,"['J677', '78', '693']"
Desulfitobacterium sp.,"['1429', '717', '98', '693']"
Lentinus cladopus,['90']
Gilliamella apis,['215']
Spiroplasma montanense,['1076b']
Huintestinicola butyrica,['436']
Amycolatopsis thailandensis,"['J43', '553']"
Streptomyces violaceusniger,"['J42', '84', '65']"
Gongronella lacrispora,"['J77', 'J74', 'J22', '90', '104c', '830', '693', '129', '92', '829', '804', '104', '704', '1', '852', '330']"
Pythium ultimum,['310']
Corynebacterium camporealensis,"['J26', '693', '215b']"
Bartonella bovis,['693']
Halarchaeum acidiphilum,"['1396', 'J777']"
Granulicella pectinivorans,['1284']
Enterococcus ureasiticus,"['693', '92']"
Nocardia blacklockiae,"['J57', '65', 'J43']"
Acetitomaculum ruminis,"['119', '540']"
Anaeropeptidivorans aminofermentans,"['110a', '104c']"
Methylogaea oryzae,"['921', 'J828']"
Acidaminococcus intestini,"['693', '104']"
Pyrolobus fumarii,"['J859', '92', '853', '792', '693']"
Sedimentibacter hongkongensis,['110']
Streptomyces thermoviolaceus subsp. apingens,"['252', '65', 'J43']"
Chryseobacterium takakiae,['220']
Actinoplanes sediminis,"['553', '535', '83', '65']"
Chlorobaculum parvum,"['J84', '545', '92', '11', '104b', '286', 'J282', '514', '830', '1531', '129', '186', '1517', '104', '1', '119', '1523', '535', '950', 'J13', '163', '78', 'J443', 'J14', '830c', '110', '220', '1101a', '40', 'J118', '840', '813', 'J26', '693']"
Jeotgalicoccus coquinae,['92']
Bombella intestini,['1543']
Thauera butanivorans,"['J22', '457', '220a']"
Thiomicrorhabdus heinhorstiae,['142a']
Sphingomonas aliaeris,"['1', '535', '830']"
Massilia tieshanensis,['830']
Gordonia paraffinivorans,"['645', '88', '220', '585', 'J119', 'J172', 'J43', '250', '535', '457', 'J171']"
Francisella persica,['1600']
Paenibacillus glycanilyticus,"['J75', '220']"
Pseudoalteromonas aliena,['514']
Mycobacterium holsaticum,"['645', 'J386']"
Thermococcus peptonophilus,"['673', '760', '92', '11', 'J280', 'J161', '1611', '1029']"
Deinococcus grandis,"['364', 'J22']"
Paenibacillus taichungensis,['220']
Halopiger aswanensis,"['J168', 'J348', '372']"
Suillus tridentinus,"['248', '392', '83', '65']"
Limosilactobacillus mucosae,"['339', 'J13', '11']"
Streptomyces diastatochromogenes,"['J42', '84', '65']"
Methanospirillum sp.,"['545', '514f', '92', '1203', '381', '58', '514', '129', '186', '680', '104', '1203a', '1', '215', '339', '119', '1523', 'J28', '1715', '535', '457', '78', '666', '374', '110', '220', '1611', '693']"
Aidingimonas halophila,['514']
Sporosarcina contaminans,['220']
Reinekea blandensis,['514']
Pseudomonas oleovorans,"['J22', '90', '248', 'J12', '92', '514', '84', '129', '186', 'J75', '1', '1a', '693', '252', 'J27', '535', '735', '65', '220', '907']"
Succinimonas amylolytica,"['339', '92', '462', '78', '1203', '58', '1', '514', '330']"
Halomonas pacifica,"['J118', '514', '123']"
Burkholderia oklahomensis,"['535', '693']"
Colacogloea demeterae,"['186', '129']"
Pseudoalteromonas xishaensis,['514']
Micromonospora fiedleri,"['83', '65']"
Lactobacillus apis,['11']
Thermoanaerobacter thermohydrosulfuricus,"['J84', '429c', '525a', '11', '92', '499', 'J469', '104b', '1203', 'J282', '606', '129', '186', '104', '546', '1203a', '1', '339', '525', '497', '500', 'J684', 'J127', 'J13', '78', 'J655', 'J14', '144', '110', '544', '61', 'J824', '750', '693']"
Allokutzneria multivorans,"['J42', '65']"
Rhynchogastrema complexa,['186']
Noviherbaspirillum denitrificans,"['830', 'J804']"
Bifidobacterium vespertilionis,['58']
Marinobacter zhanjiangensis,['514']
Methanosphaerula palustris,['1094']
Rhodococcus fascians,"['J57', '53', '426', '92', '535', '215b', 'J386', 'J26', '65']"
Rhodanobacter lindaniclasticus,['830']
Pseudomonas vancouverensis,"['535b', '457']"
Subsaxibacter arcticus,"['J118', '514f']"
Aureimonas altamirensis,"['514', '220', '693']"
Campylobacter volucris,"['429', '693']"
Nocardiopsis flavescens,"['J569', '987', '535', '514', '65']"
Methylophaga thiooxydans,['1313']
Bifidobacterium bohemicum,"['58', 'J925']"
Enterococcus canintestini,"['J156', '693', '92']"
Roseomonas aquatica,"['J346', '830']"
Subtercola lobariae,"['830', 'J43', 'J26', '65']"
Clostridium tagluense,['339a']
Chlamydia crocodili,['1193']
Syncephalastrum racemosum,"['661', '90', 'J28', 'J30', '92', '190', 'J75', 'J26']"
Claveliimonas monacensis,"['J282', '215', '693']"
Lederbergia galactosidilytica,['220']
Marinitoga arctica,"['J1066', '904a']"
Streptomyces geysiriensis,"['252', 'J66', '84', '65']"
Microbacterium resistens,"['J26', '92']"
Streptomyces coffeae,"['252', '84', '65']"
Chromohalobacter marismortui,"['J605', '514b', '434']"
Phenylobacterium deserti,['830']
Leptospira interrogans,['1113']
Oryzihumus leptocrescens,"['J26', '830']"
Limosilactobacillus urinaemulieris,"['693', '11']"
Paraburkholderia graminis,"['J27', '535', 'J156']"
Roseococcus thiosulfatophilus,['767']
Amphibacillus jilinensis,"['J181', '220']"
Aeromonas piscicola,"['1', '535']"
Stropharia squamosa,"['J14', 'J475', '104c', '830', '545', '1266', '189', 'J282', 'J1234', '92', '1285', '104', '78', '1', 'J655', '693']"
Streptomyces rochei,"['252', 'J66', '987', 'J42', '84', '65']"
Leucobacter soli,['92']
Ottowia konkukae,"['830c', '1']"
Aeromicrobium lacus,"['535', '92']"
Leucobacter celer subsp. astrifaciens,"['J28', '92']"
Leifsonia poae,"['J26', '92']"
Erysipelothrix piscisicarius,['693']
Nocardia bovistercoris,['987']
Azorhizophilus paspali,"['J22', '634c', '90', '429b', '7', '216', 'J66', 'J30', '189', '92', '220a', '987', 'J42', '381', '514', '1431', '84', 'J475', 'J1257', 'J50', '830', 'J79', 'J167', '1294', 'J346', 'J58', 'J61', 'J52', '129', '553', 'J75', '628', '104', '690', 'J44', '1', '81', '215', '3', '1a', '693', 'J28', '252', 'J45', 'J43', '392', '190', '535', '802', '402', 'J51', '65', '428', 'J14', '694', '465a', '110', '220', '385', 'J57', 'J677', '101', 'J118', '67', '141', 'J26', '993', '441']"
Chromohalobacter beijerinckii,"['J118', '593']"
Elioraea tepidiphila,['966']
Brevibacterium sanguinis,"['92', 'J256', 'J26', '693']"
Pseudomonas lini,['220a']
Brevibacillus massiliensis,['220']
Propionibacterium ruminifibrarum,['104']
Cystofilobasidium alribaticum,"['186', '90', '129']"
Mycobacterium noviomagense,"['645', 'J386']"
Cytobacillus ciccensis,['1']
Pseudomonas marincola,"['J118', '535']"
Roseivivax lentus,['514']
Diutina catenulata,"['J768', 'J770', 'J30', '186', 'J13', 'J25']"
Lewinella marina,['514']
Cellulosimicrobium terreum,"['J475', '92']"
Pezicula livida,"['277', '90', '9']"
Thermodesulfatator atlanticus,"['383b', 'J696']"
Desulfatiglans anilini,"['426', '92', '105', '360', '193']"
Coprobacter secundus subsp. similis,"['J14', '1611']"
Roseovarius tolerans,"['907', 'J1059', '514b', '92', '535', '621a', '1', '514', '693']"
Streptomyces vinaceusdrappus,"['84', '65', 'J58']"
Mycetocola sp.,"['220', '514', '92']"
Kroppenstedtia sp.,"['514', '215']"
Phaeolus schweinitzii,"['90', '9']"
Natranaerobius thermophilus,['1095']
Dekkera anomala,"['J25', '85']"
Anaerococcus hydrogenalis,"['J14', 'J84', 'J83', '104']"
Sinosporangium siamense,"['987', '65']"
Penicillium tardum,['129']
Aeromonas bestiarum,"['220', '220a']"
Priestia sp.,['1']
Beutenbergia cavernae,"['736', 'J26']"
Wenzhouxiangella marina,['514']
Staphylococcus xylosus,"['53', 'J12', '92', '693']"
Daejeonella lutea,"['J346', '830']"
Subtercola vilae,"['65', 'J43']"
Williamsia deligens,"['535', '215', 'J43']"
Klebsiella quasipneumoniae subsp. similipneumoniae,"['1', '535']"
Halomonas denitrificans,"['514', '830']"
Desulfosporosinus orientis,['63']
Chondromyces apiculatus,"['J42', '92', '219', '645', '354', 'J58', 'J61', '214', '553', '63', '1', '318a', '215', '449', 'J43', 'J104', '535', '9', 'J51', '65', 'J57', 'J436', '67', 'J712', '554', 'J386', 'J26', '693']"
Actinomyces denticolens,"['693', '104']"
Bergeyella zoohelcum,"['J256', 'J475', '92']"
Morchella conica,"['735', '248', '252', '987', '553', '554', 'J51', '84', '65']"
Abiotrophia defectiva,['104']
Sulfobacillus acidophilus,"['1190', '709']"
Streptomyces niveoruber,"['J66', '65', 'J58']"
Dietzia psychralcaliphila,"['J26', '535']"
Williamsia muralis,"['J57', '535', 'J43']"
Cunninghamella echinulata,"['J30', '129', '92', '514c', '1', '429', '693']"
Undibacterium pigrum,['830c']
Nocardioides ginsengagri,['830']
Oerskovia turbata,"['J22', '53', 'J27', '214', '92', 'J75']"
Haemophilus massiliensis,['804']
Streptomyces hirsutus,"['65', 'J50', 'J66', '84', '993', 'J58']"
Megasphaera lornae,"['110', '693']"
Thamnostylum piriforme,"['240', 'J70', 'J27', '129', '92', 'J12', '190', '693']"
Herbidospora cretacea,"['J50', '252', 'J52', '553', '84', '65']"
Caldicoprobacter algeriensis,"['J783', '1292']"
Peniophora duplex,"['90', '9']"
Aquipluma nitroreducens,"['1578', '830']"
Edwardsiella piscicida,"['535', '693', '92']"
Gordonia zhenghanii,['535']
Stigmatella hybrida,"['J436', '942', '67', '9']"
Pseudomonas mandelii,"['J22', '535', '457', '1']"
Micromonospora nickelidurans,"['J61', '553', '554', '65']"
Actinokineospora cibodasensis,"['548', '65']"
Ustilago cynodontis,"['90', 'J42', 'J30', '84', 'J900', '645', 'J245', 'J61', 'J52', '129', '553', 'J31', '252', 'J43', '535', 'J49', '65', 'J118', 'J386', 'J26', '550']"
Pseudomonas sabulinigri,"['J118', '535']"
Vibrio harveyi,"['530', '830', 'J346', '101', '514f', '92', 'J118', '123', '115', '535', '514c', '246', 'J26', '243', '514', '693']"
Chryseobacterium taeanense,['830']
Panaeolus subbalteatus,"['90', '830', 'J413', '1', '92', 'J118', '1011', 'J26', '514']"
Vagococcus intermedius,['11']
Staphylococcus simiae,"['693', '92']"
Bipolaris spicifera,['310']
Eubacterium sp.,"['J14', '110', '915', '1611', '104']"
Cordyceps militaris,"['1a', '90', '382', '1796', '129', '92', '186', '535', '457', '381', '1', '782', '1593a', '693']"
Sporosarcina psychrophila,"['J84', '1539', '141c', 'J12', '2', '92', '211', 'J185', '1484', '187', '514', '442', 'J475', '334a', '1176', '444', '63', '186', 'J75', '459', '104', '359', 'J166', 'J189', '1523', '395', 'J27', '338', '85', '76', '163', '144', '379', '110', 'J247', '385', '203', '53', '162', '372', '342', '621', '67', '141', 'J1130', '54a', 'J465', '336', '598', 'J355', 'J187', 'J251', '11', '10', 'J226', '276', '1203', '54', '393', 'J1257', '408', '830', 'J167', 'J459', '105', '340', 'J254', '335', '1', '81', '130', '318b', 'J349', '1a', '119', 'J121', 'J237', '97', '358a', '382', '388', '344', '432', '375', 'J43', '319', 'J597', '329', '350', '457', '402', '78', 'J175', 'J604', 'J14', '374', '455', '333', 'J295', 'J118', '21', '520', '1611', 'J155', '378', '320', 'J168', '311', 'J1001', '321', '330', '90', 'J669', '545', '541', '1266', 'J174', '454', '232', '600', 'J898', '381', '160', '364', '322', '298', 'J346', '514b', '347', '293', '98', '318c', '195c', '641', '1203a', '377', '1469', '3', '370', 'J25', 'J32', '343', '240', '1265', 'J186', '360', '337', '394', '65', '397', '428', 'J57', '535b', '101', '383b', '365', 'J151', 'J739', '310', '441', '693', 'J22', '7', 'J598', '195a', '328', '1015', '189', '172', '220a', '348', 'J30', 'J1029', 'J97', '470', '191', 'J70', '129', 'J33', 'J31', '383', '188', '215', '311c', '371', '422', 'J230', '339', '346', '120', '357', 'J28', 'J169', '195', '194', '190', '331', '392', '535', '436', '1115', '12', '467', '380', '6', 'J74', '373', '220', 'J672', 'J394', 'J26', '386']"
Legionella cincinnatiensis,['585']
Salinicoccus siamensis,"['J377', '372']"
Comamonas kerstersii,['220']
Variovorax boronicumulans,"['J22', '830', '545', 'J27', '535', '381', '1']"
Micromonospora nigra,"['J61', '554', '65']"
Chondromyces robustus,"['9a', 'J436', '9']"
Limosilactobacillus fermentum,"['J84', 'J13', '11']"
Pseudomonas lutea,"['1', '535']"
Faecalimonas umbilicata,"['J14', '104b', '104']"
Sporohalobacter lortetii,"['319', '220']"
Tibi grain,"['263', '1076b', '535', '1279', '514', '65']"
Pyrobaculum ferrireducens,['1579']
Penicillium expansum,"['37', '220', '760', '1495', '129', '92', 'J280', '1185', 'J30', 'J241', '535', 'J226', '78', 'J26', '888', '693']"
Aaosphaeria pasadenensis,['129']
Paenibacillus sophorae,['220']
Neohendersonia kickxii,['90']
Mycobacterium intracellulare,"['645', 'J386', '354']"
Bifidobacterium bifidum,"['J14', 'J84', 'J19', 'J13', '58']"
Micromonospora pallida,"['J61', '554', '553']"
Microbulbifer maritimus,"['J118', '514']"
Kribbella jejuensis,"['J52', 'J42', '535', '65']"
Desulfogranum aggregans,"['195c', 'J1034']"
Novosphingobium sp.,"['830', '92', '1', '514']"
Komagataeibacter oboediens,"['1429', '848', 'J891']"
Lactiplantibacillus pentosus,"['J84', 'J68', '11', 'J13']"
Streptomyces sanglieri,"['J42', '65']"
Methylobacterium phyllosphaerae,"['J346', '1']"
Micromonospora chersina,"['J43', '553', '554', '84', '65']"
Streptomyces ginsengisoli,"['252', '84', '65']"
Streptomyces yunnanensis,"['J42', '84', '65']"
Thermomonas fusca,"['535', '545']"
Kutzneria chonburiensis,['65']
Pseudomonas jessenii,"['220', '830', '465', '92', '535', 'J13', '58', '1', '514']"
Avibacterium volantium,['429b']
Chitinophaga ginsengisoli,['830']
Streptomyces filipinensis,"['J42', '84', '65']"
Methanobacterium alkalithermotolerans,['119']
Staphylococcus saprophyticus,"['J22', '220', '92']"
Pseudoalteromonas paragorgicola,['514']
Acetobacterium carbinolicum,"['90', '124', '545', 'J30', '129', '186', '1527', '135', 'J25', 'J1177']"
Desulfurivibrio alkaliphilus,['1104']
Caballeronia grimmiae,['830']
Zobellia galactanivorans,['514']
Trichoderma orientale,['90']
Borrelia californiensis,['403']
Flavobacterium terrigena,['830']
Comamonas serinivorans,"['J22', '1']"
Pseudomonas zeshuii,"['381', '535']"
