,id,name,complex_medium,source,link,min_pH,max_pH,reference,description
595,551,EMERSON'S YEAST STARCH AGAR (EYS),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium551.pdf,6.8,6.8,,
596,552,FRANKIA MEDIUM (see medium 554; 554 benutzen),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium552.pdf,7.0,7.0,,
597,553,GPHF-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium553.pdf,7.2,7.2,,
598,554,N-Z-AMINE-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium554.pdf,7.2,7.2,,
599,555,SPORULATION-AGAR (SA),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium555.pdf,7.2,7.2,,
600,557,CLOSTRIDIUM SP. MEDIUM (CREATININE),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium557.pdf,7.0,7.0,,
601,558,CLOSTRIDIUM (RB-1) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium558.pdf,3.5,3.5,,
602,558a,CLOSTRIDIUM (RB-9) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium558a.pdf,5.0,6.0,,
603,559,TMBS4 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium559.pdf,7.2,7.4,,
604,561,SULFURIFERULA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium561.pdf,6.0,6.0,,
605,563,Z MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium563.pdf,,,,
606,569,MEDIUM 125 WITH METHANOL,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium569.pdf,4.0,5.4,,
607,570,MEDIUM FOR THERMOPHILIC ACTINOMYCETES (AGRE 1964),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium570.pdf,6.5,6.5,,
608,572,GYE - MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium572.pdf,7.0,7.0,,
609,573,THIOTHRIX MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium573.pdf,7.5,7.5,,
610,574,GUYPARKERIA HYDROTHERMALIS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium574.pdf,7.5,7.5,,
611,576,SUCCINATE MINERAL MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium576.pdf,6.8,6.8,,
612,577,VY MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium577.pdf,7.2,7.2,,
613,578,TRYPTONE-YEAST EXTRACT MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium578.pdf,7.0,7.0,,
614,579,GEOBACTER MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium579.pdf,6.7,7.0,,
615,581,GLYCEROL CORNSTEEP AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium581.pdf,7.2,7.2,,
616,582,15% MH MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium582.pdf,7.5,7.5,,
617,583,CORYNEBACTERIUM MEDIUM CII,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium583.pdf,7.0,7.0,,
618,584,BRUCELLA AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium584.pdf,,,,
619,585,BCYE AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium585.pdf,,,,
620,585a,BCYE alpha agar,1,DSMZ,,6.9,6.9,,
621,586,THAUERA AROMATICA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium586.pdf,7.2,7.2,,
622,587,XYLOPHILUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium587.pdf,,,,
623,588,HALOBACTEROIDES HALOBIUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium588.pdf,6.5,6.5,,
624,589,HALOBACTERIUM LACUSPROFUNDII MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium589.pdf,7.4,7.4,,
625,590,DICHOTOMICROBIUM THERMOHALOPHILUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium590.pdf,7.0,7.2,,
626,591,HALOBACTEROIDES/HALOINCOLA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium591.pdf,7.5,7.5,,
627,592,THERMOMICROBIUM ROSEUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium592.pdf,8.5,8.5,,
628,593,10% MH MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium593.pdf,7.5,7.5,,
629,594,THERMOMICROBIUM FOSTERI MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium594.pdf,7.2,7.2,,
630,595,CAULOBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium595.pdf,,,,
631,596,BLASTOCOCCUS AGGREGATUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium596.pdf,7.0,7.0,,
632,597,SALINIVIBRIO COSTICOLA SUBSP. VALLISMORTIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium597.pdf,7.0,7.0,,
633,598,HALOVIBRIO VARIABILIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium598.pdf,7.5,7.5,,
634,600,M14 (PIRELLULA MARINA) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium600.pdf,,,,
635,600a,M13a (PIRELLULA) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium600a.pdf,,,,
636,600b,M13 (3x) PIRELLULA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium600b.pdf,,,,
637,601,MARINE CAULOBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium601.pdf,7.2,7.4,,
638,602,HALOMONAS SUBGLACIESCOLA,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium602.pdf,8.0,8.0,,
639,603,ANCALOMICROBIUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium603.pdf,7.0,7.0,,
640,604,BACTO MARINE AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium604.pdf,,,,
641,605,NUTRIENT AGAR (OXOID CM3),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium605.pdf,,,,
642,605a,NUTRIENT AGAR (OXOID CM3) WITH PHOSPHATE,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium605a.pdf,6.8,6.8,,
643,606,COLBY AND ZATHMAN MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium606.pdf,7.0,7.0,,
644,607,M13 VERRUCOMICROBIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium607.pdf,,,,
645,607a,FILOBACILLUS MILOSENSIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium607a.pdf,6.8,6.8,,
646,608,BACTO PHOTOBACTERIUM BROTH,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium608.pdf,6.8,7.2,,
647,609,OATMEAL AGAR (A) (ISP-3),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium609.pdf,7.2,7.2,,
648,610,BACILLUS THERMOALCALOPHILUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium610.pdf,8.2,8.2,,
649,611,PYROBACULUM (BS) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium611.pdf,7.0,7.2,,
650,612,DESULFOSARCINA CETONICA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium612.pdf,7.2,7.4,,
651,613,THERMOTOGA TF(C) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium613.pdf,6.5,6.8,,
652,614,ACETOBACTERIUM FIMETARIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium614.pdf,6.8,7.0,,
653,615,DESULFOVIBRIO (MG-1) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium615.pdf,7.5,7.5,,
654,616,ALKALITHERMOBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium616.pdf,10.0,10.0,,
655,617,MARINOMONAS VAGA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium617.pdf,,,,
656,617a,BLOOD AGAR BASE (OXOID CM55),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium617a.pdf,7.3,7.3,,
657,618,TWEEN 80A MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium618.pdf,7.2,7.2,,
658,619,HYPHOMICROBIUM METHYLOVORUM MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium619.pdf,,,,
659,620,2% MH MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium620.pdf,7.0,7.5,,
660,621,PYGV AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium621.pdf,7.5,7.5,,
661,621a,EKHO LAKE STRAINS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium621a.pdf,7.2,7.4,,
662,622,PLANCTOMYCES MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium622.pdf,,,,
663,623,THERMOCOCCUS LITORALIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium623.pdf,6.5,6.5,,
664,624,MH MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium624.pdf,7.2,7.2,,
665,625,HP 101 HALOPHILE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium625.pdf,7.2,7.2,,
666,626,5% SORBITOL MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium626.pdf,6.0,6.0,,
667,627,SEAWATER LEMCO,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium627.pdf,7.3,7.3,,
668,628,MMB MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium628.pdf,7.2,7.2,,
669,629,STALEY'S MAINTENANCE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium629.pdf,7.2,7.2,,
670,630,MODIFIED THERMUS 162 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium630.pdf,7.2,7.2,,
671,631,ACETOBACTER EUROPAEUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium631.pdf,,,,
672,632,NMS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium632.pdf,6.8,6.8,,
673,633,RHODOPSEUDOMONAS RUTILA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium633.pdf,,,,
674,634,RCM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634.pdf,6.8,6.8,,
675,634a,RCM MEDIUM (with Casamino acids),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634a.pdf,6.8,6.8,,
676,634b,RCM MEDIUM (with Sea Salts),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634b.pdf,6.8,6.8,,
677,634c,RCM MEDIUM (N2/CO2),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium634c.pdf,6.8,6.8,,
678,635,GRACILINEMA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium635.pdf,7.0,7.0,,
679,636,ISP MEDIUM 2 WITH 5% NaCl,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium636.pdf,7.3,7.5,,
680,637,STANDARD I + MALT AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium637.pdf,7.2,7.2,,
681,638,LACTOBACILLUS MEDIUM III,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium638.pdf,6.3,6.3,,
682,639,MEDIUM WITH THIAZOLE,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium639.pdf,,,,
683,640,CALDICELLULOSIRUPTOR MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium640.pdf,7.2,7.2,,
684,640a,THERMOCLOSTRIDIUM CAENICOLA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium640a.pdf,6.5,6.5,,
685,641,DESULFOVIBRIO (MV) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium641.pdf,7.0,7.2,,
686,643,SEDIMENTIBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium643.pdf,7.0,7.0,,
687,644,CATENOCOCCUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium644.pdf,7.0,7.0,,
688,645,MIDDLEBROOK MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium645.pdf,,,,
689,645a,HEMIN MEDIUM FOR MYCOBACTERIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium645a.pdf,,,,
690,646,RABBIT BLOOD AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium646.pdf,,,,
691,647,DESULFUROMONAS THIOPHILA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium647.pdf,7.0,7.2,,
692,647a,DESULFUROMONAS THIOPHILA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium647a.pdf,7.0,7.2,,
693,648,CLOSTRIDIUM GRANTII MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium648.pdf,6.6,6.6,,
694,649,DESULFUROMONAS SUCCINOXIDANS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium649.pdf,7.0,7.2,,
695,650,CENTENUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium650.pdf,7.0,7.0,,
696,651,R 8 A H MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium651.pdf,6.9,6.9,,
697,652,HALOPHILE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium652.pdf,7.5,8.0,,
698,653,PEPTONE-SUCCINATE AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium653.pdf,7.0,7.0,,
699,654,SPIRILLUM GRACILE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium654.pdf,7.2,7.2,,
700,655,PYE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium655.pdf,6.8,6.8,,
701,656,YEAST-STARCH-AGAR(B),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium656.pdf,7.4,7.4,,
702,657,COW MANURE AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium657.pdf,,,,
703,658,HICKEY-TRESNER-AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium658.pdf,7.2,7.2,,
704,659,M17 MEDIUM (modified),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium659.pdf,7.1,7.2,,
705,660,ALCALIGENES MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium660.pdf,,,,
706,661,DP MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium661.pdf,,,,
707,662,YEPG MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium662.pdf,7.0,7.0,,
708,663,DESULFITOBACTERIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium663.pdf,7.5,7.5,,
709,664,PSEUDOTHERMOTOGA ELFII MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium664.pdf,7.5,7.5,,
710,664a,PSEUDOTHERMOTOGA LETTINGAE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium664a.pdf,7.0,7.0,,
711,665,SULFOBACILLUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium665.pdf,1.9,2.4,,
712,666,SUCCINICLASTICUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium666.pdf,6.7,6.8,,
713,666a,CELLULOSILYTICUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium666a.pdf,6.7,6.8,,
714,667,DESULFALLAS THERMOSAPOVORANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium667.pdf,7.0,7.2,,
715,668,FLEXIBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium668.pdf,,,,
716,669,CYTOPHAGA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium669.pdf,7.5,7.5,,
717,670,ACIDIFERROBACTER (MS) MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium670.pdf,2.2,2.2,,
718,671,THERMOANAEROBACTER (BA) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium671.pdf,7.0,7.0,,
719,672,HALF STRENGTH NUTRIENT BROTH OR AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium672.pdf,,,,
720,673,THERMOCOCCUS PROFUNDUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium673.pdf,7.2,7.2,,
721,674,"MEDIUM FOR ACIDURIC, THERMOPHILIC BACILLUS STRAINS",1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium674.pdf,,,,
722,675,BACILLUS THERMANTARCTICUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium675.pdf,5.6,5.8,,
723,677,CLOSTRIDIUM (P-2) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium677.pdf,7.0,7.2,,
724,678,COPROTHERMOBACTER (CP) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium678.pdf,7.0,7.0,,
725,680,TRYPTONE YEAST EXTRACT AGAR (TYG),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium680.pdf,7.0,7.0,,
726,681,TGA-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium681.pdf,7.0,7.0,,
727,683,TISSIERELLA (AMO.1) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium683.pdf,8.3,8.3,,
728,684,SYNTROPHOBACTER (MPOB) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium684.pdf,7.0,7.2,,
729,685,ANAEROBRANCA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium685.pdf,8.5,8.5,,
730,687,COLUMBIA BLOOD AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium687.pdf,,,,
731,688,PSEUDOTHERMOTOGA SUBTERRANEA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium688.pdf,7.0,7.0,,
732,689,ACE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium689.pdf,7.6,7.6,,
733,690,DMA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium690.pdf,7.0,7.2,,
734,691,CreDm1 MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium691.pdf,6.7,6.9,,
735,692,METHANOSALSUM WeN5 MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium692.pdf,9.2,9.4,,
736,693,COLUMBIA BLOOD MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium693.pdf,,,,
737,694,MEDIUM E-2,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium694.pdf,7.0,7.0,,
738,695,MEDIUM FOR ERYTHROBACTER LONGUS,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium695.pdf,7.5,7.5,,
739,696,STREPTOCOCCUS SUIS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium696.pdf,6.8,6.8,,
740,697,TODD-HEWITT MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium697.pdf,7.8,7.8,,
741,698,DOEPEL MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium698.pdf,7.2,7.2,,
742,699,TRIPLE-SUGAR-IRON MEDIUM (Difco),1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium699.pdf,7.4,7.4,,
743,700,ALKALIPHILIC SPIROCHAETE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium700.pdf,9.7,9.7,,
744,701,HALOANAEROBACTER CHITINOVORANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium701.pdf,7.2,7.2,,
745,702,HALOCELLA CELLULOLYTICA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium702.pdf,7.0,7.0,,
746,703,SEMISOLID BRUCELLA BROTH,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium703.pdf,,,,
747,704,BUTYRIVIBRIO SP. MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium704.pdf,6.7,6.8,,
748,705,BACILLUS INFERNUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium705.pdf,7.5,7.5,,
749,708,DESULFORHABDUS AMNIGENA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium708.pdf,7.2,7.6,,
750,709,ACIDIMICROBIUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium709.pdf,2.0,2.0,,
751,710,THERMOANAEROBACTER (KoKo) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium710.pdf,7.0,7.0,,
752,711,SPOROBACTER MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium711.pdf,7.0,7.0,,
753,711a,EUBACTERIUM AGGREGANS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium711a.pdf,7.0,7.0,,
754,712,PSEUDOBUTYRIVIBRIO MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium712.pdf,6.7,6.8,,
755,713,METHANOHALOPHILUS EUHALOBIUS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium713.pdf,6.8,7.0,,
756,714,GEO-MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium714.pdf,7.2,7.2,,
757,715,COLUMBIA AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium715.pdf,7.0,7.2,,
758,716,AMMONIFEX DEGENSII MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium716.pdf,7.2,7.2,,
759,717,DESULFITOBACTERIUM (PCE) MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium717.pdf,7.0,7.2,,
760,718,PETROTOGA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium718.pdf,6.5,6.7,,
761,718a,PETROTOGA HALOPHILA MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium718a.pdf,6.5,6.7,,
762,719,ANAEROFILUM MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium719.pdf,6.8,7.0,,
763,720,DESULFITOBACTERIUM HAFNIENSE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium720.pdf,7.0,7.2,,
764,722,OCEANIDESULFOVIBRIO MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium722.pdf,7.0,7.2,,
765,726,RHIZOMONAS SUBERIFACIENS MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium726.pdf,7.2,7.2,,
766,727,CLOSTRIDIUM ULTUNENSE MEDIUM,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium727.pdf,7.0,7.0,,
767,728,DESULFOBACCA MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium728.pdf,7.5,7.7,,
768,729,MYX AGAR,1,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium729.pdf,7.2,7.2,,
769,730,FERROGLOBUS PLACIDUS MEDIUM,0,DSMZ,https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium730.pdf,7.2,7.2,,
